Batch change
Module name, Device, Current value, Display format, Comment
Global,EM40270,0,DEC 16BIT,
Global,EM40271,0,DEC 16BIT,
Global,EM40272,0,DEC 16BIT,
Global,EM40273,0,DEC 16BIT,
Global,EM40274,0,DEC 16BIT,
Global,EM40275,0,DEC 16BIT,
Global,EM40276,0,DEC 16BIT,
Global,EM40277,0,DEC 16BIT,
Global,EM40278,0,DEC 16BIT,
Global,EM40279,0,DEC 16BIT,
Global,EM40280,0,DEC 16BIT,
Global,EM40281,0,DEC 16BIT,
Global,EM40282,0,DEC 16BIT,
Global,EM40283,0,DEC 16BIT,
Global,EM40284,0,DEC 16BIT,
Global,EM40285,0,DEC 16BIT,
Global,EM40286,0,DEC 16BIT,
Global,EM40287,0,DEC 16BIT,
Global,EM40288,0,DEC 16BIT,
Global,EM40289,0,DEC 16BIT,
Global,EM40290,0,DEC 16BIT,
Global,EM40291,0,DEC 16BIT,
Global,EM40292,0,DEC 16BIT,
Global,EM40293,0,DEC 16BIT,
Global,EM40294,0,DEC 16BIT,
Global,EM40295,0,DEC 16BIT,
Global,EM40296,0,DEC 16BIT,
Global,EM40297,0,DEC 16BIT,
Global,EM40298,0,DEC 16BIT,
Global,EM40299,0,DEC 16BIT,
Global,EM40300,0,DEC 16BIT,
Global,EM40301,0,DEC 16BIT,
Global,EM40302,0,DEC 16BIT,
Global,EM40303,0,DEC 16BIT,
Global,EM40304,0,DEC 16BIT,
Global,EM40305,0,DEC 16BIT,
Global,EM40306,0,DEC 16BIT,
Global,EM40307,0,DEC 16BIT,
Global,EM40308,0,DEC 16BIT,
Global,EM40309,0,DEC 16BIT,
Global,EM40310,0,DEC 16BIT,
Global,EM40311,0,DEC 16BIT,
Global,EM40312,0,DEC 16BIT,
Global,EM40313,0,DEC 16BIT,
Global,EM40314,0,DEC 16BIT,
Global,EM40315,0,DEC 16BIT,
Global,EM40316,0,DEC 16BIT,
Global,EM40317,0,DEC 16BIT,
Global,EM40318,0,DEC 16BIT,
Global,EM40319,0,DEC 16BIT,
Global,EM40320,0,DEC 16BIT,
Global,EM40321,0,DEC 16BIT,
Global,EM40322,0,DEC 16BIT,
Global,EM40323,0,DEC 16BIT,
Global,EM40324,0,DEC 16BIT,
Global,EM40325,0,DEC 16BIT,
Global,EM40326,0,DEC 16BIT,
Global,EM40327,0,DEC 16BIT,
Global,EM40328,0,DEC 16BIT,
Global,EM40329,0,DEC 16BIT,
Global,EM40330,0,DEC 16BIT,
Global,EM40331,0,DEC 16BIT,
Global,EM40332,0,DEC 16BIT,
Global,EM40333,0,DEC 16BIT,
Global,EM40334,0,DEC 16BIT,
Global,EM40335,0,DEC 16BIT,
Global,EM40336,0,DEC 16BIT,
Global,EM40337,0,DEC 16BIT,
Global,EM40338,0,DEC 16BIT,
Global,EM40339,0,DEC 16BIT,
Global,EM40340,0,DEC 16BIT,
Global,EM40341,0,DEC 16BIT,
Global,EM40342,0,DEC 16BIT,
Global,EM40343,0,DEC 16BIT,
Global,EM40344,0,DEC 16BIT,
Global,EM40345,0,DEC 16BIT,
Global,EM40346,0,DEC 16BIT,
Global,EM40347,0,DEC 16BIT,
Global,EM40348,0,DEC 16BIT,
Global,EM40349,0,DEC 16BIT,
Global,EM40350,0,DEC 16BIT,
Global,EM40351,0,DEC 16BIT,
Global,EM40352,0,DEC 16BIT,
Global,EM40353,0,DEC 16BIT,
Global,EM40354,0,DEC 16BIT,
Global,EM40355,0,DEC 16BIT,
Global,EM40356,0,DEC 16BIT,
Global,EM40357,0,DEC 16BIT,
Global,EM40358,0,DEC 16BIT,
Global,EM40359,0,DEC 16BIT,
Global,EM40360,0,DEC 16BIT,
Global,EM40361,0,DEC 16BIT,
Global,EM40362,0,DEC 16BIT,
Global,EM40363,0,DEC 16BIT,
Global,EM40364,0,DEC 16BIT,
Global,EM40365,0,DEC 16BIT,
Global,EM40366,0,DEC 16BIT,
Global,EM40367,0,DEC 16BIT,
Global,EM40368,0,DEC 16BIT,
Global,EM40369,0,DEC 16BIT,
Global,EM40370,0,DEC 16BIT,
Global,EM40371,0,DEC 16BIT,
Global,EM40372,0,DEC 16BIT,
Global,EM40373,0,DEC 16BIT,
Global,EM40374,0,DEC 16BIT,
Global,EM40375,0,DEC 16BIT,
Global,EM40376,0,DEC 16BIT,
Global,EM40377,0,DEC 16BIT,
Global,EM40378,0,DEC 16BIT,
Global,EM40379,0,DEC 16BIT,
Global,EM40380,0,DEC 16BIT,
Global,EM40381,0,DEC 16BIT,
Global,EM40382,0,DEC 16BIT,
Global,EM40383,0,DEC 16BIT,
Global,EM40384,0,DEC 16BIT,
Global,EM40385,0,DEC 16BIT,
Global,EM40386,0,DEC 16BIT,
Global,EM40387,0,DEC 16BIT,
Global,EM40388,0,DEC 16BIT,
Global,EM40389,0,DEC 16BIT,
Global,EM40390,0,DEC 16BIT,
Global,EM40391,0,DEC 16BIT,
Global,EM40392,0,DEC 16BIT,
Global,EM40393,0,DEC 16BIT,
Global,EM40394,0,DEC 16BIT,
Global,EM40395,0,DEC 16BIT,
Global,EM40396,0,DEC 16BIT,
Global,EM40397,0,DEC 16BIT,
Global,EM40398,0,DEC 16BIT,
Global,EM40399,0,DEC 16BIT,
Global,EM40400,0,DEC 16BIT,
Global,EM40401,0,DEC 16BIT,
Global,EM40402,0,DEC 16BIT,
Global,EM40403,0,DEC 16BIT,
Global,EM40404,0,DEC 16BIT,
Global,EM40405,0,DEC 16BIT,
Global,EM40406,0,DEC 16BIT,
Global,EM40407,0,DEC 16BIT,
Global,EM40408,0,DEC 16BIT,
Global,EM40409,0,DEC 16BIT,
Global,EM40410,0,DEC 16BIT,
Global,EM40411,0,DEC 16BIT,
Global,EM40412,0,DEC 16BIT,
Global,EM40413,0,DEC 16BIT,
Global,EM40414,0,DEC 16BIT,
Global,EM40415,0,DEC 16BIT,
Global,EM40416,0,DEC 16BIT,
Global,EM40417,0,DEC 16BIT,
Global,EM40418,0,DEC 16BIT,
Global,EM40419,0,DEC 16BIT,
Global,EM40420,0,DEC 16BIT,
Global,EM40421,0,DEC 16BIT,
Global,EM40422,0,DEC 16BIT,
Global,EM40423,0,DEC 16BIT,
Global,EM40424,0,DEC 16BIT,
Global,EM40425,0,DEC 16BIT,
Global,EM40426,0,DEC 16BIT,
Global,EM40427,0,DEC 16BIT,
Global,EM40428,0,DEC 16BIT,
Global,EM40429,0,DEC 16BIT,
Global,EM40430,0,DEC 16BIT,
Global,EM40431,0,DEC 16BIT,
Global,EM40432,0,DEC 16BIT,
Global,EM40433,0,DEC 16BIT,
Global,EM40434,0,DEC 16BIT,
Global,EM40435,0,DEC 16BIT,
Global,EM40436,0,DEC 16BIT,
Global,EM40437,0,DEC 16BIT,
Global,EM40438,0,DEC 16BIT,
Global,EM40439,0,DEC 16BIT,
Global,EM40440,0,DEC 16BIT,
Global,EM40441,0,DEC 16BIT,
Global,EM40442,0,DEC 16BIT,
Global,EM40443,0,DEC 16BIT,
Global,EM40444,0,DEC 16BIT,
Global,EM40445,0,DEC 16BIT,
Global,EM40446,0,DEC 16BIT,
Global,EM40447,0,DEC 16BIT,
Global,EM40448,0,DEC 16BIT,
Global,EM40449,0,DEC 16BIT,
Global,EM40450,0,DEC 16BIT,
Global,EM40451,0,DEC 16BIT,
Global,EM40452,0,DEC 16BIT,
Global,EM40453,0,DEC 16BIT,
Global,EM40454,0,DEC 16BIT,
Global,EM40455,0,DEC 16BIT,
Global,EM40456,0,DEC 16BIT,
Global,EM40457,0,DEC 16BIT,
Global,EM40458,0,DEC 16BIT,
Global,EM40459,0,DEC 16BIT,
Global,EM40460,0,DEC 16BIT,
Global,EM40461,0,DEC 16BIT,
Global,EM40462,0,DEC 16BIT,
Global,EM40463,0,DEC 16BIT,
Global,EM40464,0,DEC 16BIT,
Global,EM40465,0,DEC 16BIT,
Global,EM40466,0,DEC 16BIT,
Global,EM40467,0,DEC 16BIT,
Global,EM40468,0,DEC 16BIT,
Global,EM40469,0,DEC 16BIT,
Global,EM40470,0,DEC 16BIT,
Global,EM40471,0,DEC 16BIT,
Global,EM40472,0,DEC 16BIT,
Global,EM40473,0,DEC 16BIT,
Global,EM40474,0,DEC 16BIT,
Global,EM40475,0,DEC 16BIT,
Global,EM40476,0,DEC 16BIT,
Global,EM40477,0,DEC 16BIT,
Global,EM40478,0,DEC 16BIT,
Global,EM40479,0,DEC 16BIT,
Global,EM40480,0,DEC 16BIT,
Global,EM40481,0,DEC 16BIT,
Global,EM40482,0,DEC 16BIT,
Global,EM40483,0,DEC 16BIT,
Global,EM40484,0,DEC 16BIT,
Global,EM40485,0,DEC 16BIT,
Global,EM40486,0,DEC 16BIT,
Global,EM40487,0,DEC 16BIT,
Global,EM40488,0,DEC 16BIT,
Global,EM40489,0,DEC 16BIT,
Global,EM40490,0,DEC 16BIT,
Global,EM40491,0,DEC 16BIT,
Global,EM40492,0,DEC 16BIT,
Global,EM40493,0,DEC 16BIT,
Global,EM40494,0,DEC 16BIT,
Global,EM40495,0,DEC 16BIT,
Global,EM40496,0,DEC 16BIT,
Global,EM40497,0,DEC 16BIT,
Global,EM40498,0,DEC 16BIT,
Global,EM40499,0,DEC 16BIT,
Global,EM40500,0,DEC 16BIT,
Global,EM40501,0,DEC 16BIT,
Global,EM40502,0,DEC 16BIT,
Global,EM40503,0,DEC 16BIT,
Global,EM40504,0,DEC 16BIT,
Global,EM40505,0,DEC 16BIT,
Global,EM40506,0,DEC 16BIT,
Global,EM40507,0,DEC 16BIT,
Global,EM40508,0,DEC 16BIT,
Global,EM40509,0,DEC 16BIT,
Global,EM40510,0,DEC 16BIT,
Global,EM40511,0,DEC 16BIT,
Global,EM40512,0,DEC 16BIT,
Global,EM40513,0,DEC 16BIT,
Global,EM40514,0,DEC 16BIT,
Global,EM40515,0,DEC 16BIT,
Global,EM40516,0,DEC 16BIT,
Global,EM40517,0,DEC 16BIT,
Global,EM40518,0,DEC 16BIT,
Global,EM40519,0,DEC 16BIT,
Global,EM40520,0,DEC 16BIT,
Global,EM40521,0,DEC 16BIT,
Global,EM40522,0,DEC 16BIT,
Global,EM40523,0,DEC 16BIT,
Global,EM40524,0,DEC 16BIT,
Global,EM40525,0,DEC 16BIT,
Global,EM40526,0,DEC 16BIT,
Global,EM40527,0,DEC 16BIT,
Global,EM40528,0,DEC 16BIT,
Global,EM40529,0,DEC 16BIT,
Global,EM40530,0,DEC 16BIT,
Global,EM40531,0,DEC 16BIT,
Global,EM40532,0,DEC 16BIT,
Global,EM40533,0,DEC 16BIT,
Global,EM40534,0,DEC 16BIT,
Global,EM40535,0,DEC 16BIT,
Global,EM40536,0,DEC 16BIT,
Global,EM40537,0,DEC 16BIT,
Global,EM40538,0,DEC 16BIT,
Global,EM40539,0,DEC 16BIT,
Global,EM40540,0,DEC 16BIT,
Global,EM40541,0,DEC 16BIT,
Global,EM40542,0,DEC 16BIT,
Global,EM40543,0,DEC 16BIT,
Global,EM40544,0,DEC 16BIT,
Global,EM40545,0,DEC 16BIT,
Global,EM40546,0,DEC 16BIT,
Global,EM40547,0,DEC 16BIT,
Global,EM40548,0,DEC 16BIT,
Global,EM40549,0,DEC 16BIT,
Global,EM40550,0,DEC 16BIT,
Global,EM40551,0,DEC 16BIT,
Global,EM40552,0,DEC 16BIT,
Global,EM40553,0,DEC 16BIT,
Global,EM40554,0,DEC 16BIT,
Global,EM40555,0,DEC 16BIT,
Global,EM40556,0,DEC 16BIT,
Global,EM40557,0,DEC 16BIT,
Global,EM40558,0,DEC 16BIT,
Global,EM40559,0,DEC 16BIT,
Global,EM40560,0,DEC 16BIT,
Global,EM40561,0,DEC 16BIT,
Global,EM40562,0,DEC 16BIT,
Global,EM40563,0,DEC 16BIT,
Global,EM40564,0,DEC 16BIT,
Global,EM40565,0,DEC 16BIT,
Global,EM40566,0,DEC 16BIT,
Global,EM40567,0,DEC 16BIT,
Global,EM40568,0,DEC 16BIT,
Global,EM40569,0,DEC 16BIT,
Global,EM40570,0,DEC 16BIT,
Global,EM40571,0,DEC 16BIT,
Global,EM40572,0,DEC 16BIT,
Global,EM40573,0,DEC 16BIT,
Global,EM40574,0,DEC 16BIT,
Global,EM40575,0,DEC 16BIT,
Global,EM40576,0,DEC 16BIT,
Global,EM40577,0,DEC 16BIT,
Global,EM40578,0,DEC 16BIT,
Global,EM40579,0,DEC 16BIT,
Global,EM40580,0,DEC 16BIT,
Global,EM40581,0,DEC 16BIT,
Global,EM40582,0,DEC 16BIT,
Global,EM40583,0,DEC 16BIT,
Global,EM40584,0,DEC 16BIT,
Global,EM40585,0,DEC 16BIT,
Global,EM40586,0,DEC 16BIT,
Global,EM40587,0,DEC 16BIT,
Global,EM40588,0,DEC 16BIT,
Global,EM40589,0,DEC 16BIT,
Global,EM40590,0,DEC 16BIT,
Global,EM40591,0,DEC 16BIT,
Global,EM40592,0,DEC 16BIT,
Global,EM40593,0,DEC 16BIT,
Global,EM40594,0,DEC 16BIT,
Global,EM40595,0,DEC 16BIT,
Global,EM40596,0,DEC 16BIT,
Global,EM40597,0,DEC 16BIT,
Global,EM40598,0,DEC 16BIT,
Global,EM40599,0,DEC 16BIT,
Global,EM40600,0,DEC 16BIT,
Global,EM40601,0,DEC 16BIT,
Global,EM40602,0,DEC 16BIT,
Global,EM40603,0,DEC 16BIT,
Global,EM40604,0,DEC 16BIT,
Global,EM40605,0,DEC 16BIT,
Global,EM40606,0,DEC 16BIT,
Global,EM40607,0,DEC 16BIT,
Global,EM40608,0,DEC 16BIT,
Global,EM40609,0,DEC 16BIT,
Global,EM40610,0,DEC 16BIT,
Global,EM40611,0,DEC 16BIT,
Global,EM40612,0,DEC 16BIT,
Global,EM40613,0,DEC 16BIT,
Global,EM40614,0,DEC 16BIT,
Global,EM40615,0,DEC 16BIT,
Global,EM40616,0,DEC 16BIT,
Global,EM40617,0,DEC 16BIT,
Global,EM40618,0,DEC 16BIT,
Global,EM40619,0,DEC 16BIT,
Global,EM40620,0,DEC 16BIT,
Global,EM40621,0,DEC 16BIT,
Global,EM40622,0,DEC 16BIT,
Global,EM40623,0,DEC 16BIT,
Global,EM40624,0,DEC 16BIT,
Global,EM40625,0,DEC 16BIT,
Global,EM40626,0,DEC 16BIT,
Global,EM40627,0,DEC 16BIT,
Global,EM40628,0,DEC 16BIT,
Global,EM40629,0,DEC 16BIT,
Global,EM40630,0,DEC 16BIT,
Global,EM40631,0,DEC 16BIT,
Global,EM40632,0,DEC 16BIT,
Global,EM40633,0,DEC 16BIT,
Global,EM40634,0,DEC 16BIT,
Global,EM40635,0,DEC 16BIT,
Global,EM40636,0,DEC 16BIT,
Global,EM40637,0,DEC 16BIT,
Global,EM40638,0,DEC 16BIT,
Global,EM40639,0,DEC 16BIT,
Global,EM40640,0,DEC 16BIT,
Global,EM40641,0,DEC 16BIT,
Global,EM40642,0,DEC 16BIT,
Global,EM40643,0,DEC 16BIT,
Global,EM40644,0,DEC 16BIT,
Global,EM40645,0,DEC 16BIT,
Global,EM40646,0,DEC 16BIT,
Global,EM40647,0,DEC 16BIT,
Global,EM40648,0,DEC 16BIT,
Global,EM40649,0,DEC 16BIT,
Global,EM40650,0,DEC 16BIT,
Global,EM40651,0,DEC 16BIT,
Global,EM40652,0,DEC 16BIT,
Global,EM40653,0,DEC 16BIT,
Global,EM40654,0,DEC 16BIT,
Global,EM40655,0,DEC 16BIT,
Global,EM40656,0,DEC 16BIT,
Global,EM40657,0,DEC 16BIT,
Global,EM40658,0,DEC 16BIT,
Global,EM40659,0,DEC 16BIT,
Global,EM40660,0,DEC 16BIT,
Global,EM40661,0,DEC 16BIT,
Global,EM40662,0,DEC 16BIT,
Global,EM40663,0,DEC 16BIT,
Global,EM40664,0,DEC 16BIT,
Global,EM40665,0,DEC 16BIT,
Global,EM40666,0,DEC 16BIT,
Global,EM40667,0,DEC 16BIT,
Global,EM40668,0,DEC 16BIT,
Global,EM40669,0,DEC 16BIT,
Global,EM40670,0,DEC 16BIT,
Global,EM40671,0,DEC 16BIT,
Global,EM40672,0,DEC 16BIT,
Global,EM40673,0,DEC 16BIT,
Global,EM40674,0,DEC 16BIT,
Global,EM40675,0,DEC 16BIT,
Global,EM40676,0,DEC 16BIT,
Global,EM40677,0,DEC 16BIT,
Global,EM40678,0,DEC 16BIT,
Global,EM40679,0,DEC 16BIT,
Global,EM40680,0,DEC 16BIT,
Global,EM40681,0,DEC 16BIT,
Global,EM40682,0,DEC 16BIT,
Global,EM40683,0,DEC 16BIT,
Global,EM40684,0,DEC 16BIT,
Global,EM40685,0,DEC 16BIT,
Global,EM40686,0,DEC 16BIT,
Global,EM40687,0,DEC 16BIT,
Global,EM40688,0,DEC 16BIT,
Global,EM40689,0,DEC 16BIT,
Global,EM40690,0,DEC 16BIT,
Global,EM40691,0,DEC 16BIT,
Global,EM40692,0,DEC 16BIT,
Global,EM40693,0,DEC 16BIT,
Global,EM40694,0,DEC 16BIT,
Global,EM40695,0,DEC 16BIT,
Global,EM40696,0,DEC 16BIT,
Global,EM40697,0,DEC 16BIT,
Global,EM40698,0,DEC 16BIT,
Global,EM40699,0,DEC 16BIT,
Global,EM40700,0,DEC 16BIT,
Global,EM40701,0,DEC 16BIT,
Global,EM40702,0,DEC 16BIT,
Global,EM40703,0,DEC 16BIT,
Global,EM40704,0,DEC 16BIT,
Global,EM40705,0,DEC 16BIT,
Global,EM40706,0,DEC 16BIT,
Global,EM40707,0,DEC 16BIT,
Global,EM40708,0,DEC 16BIT,
Global,EM40709,0,DEC 16BIT,
Global,EM40710,0,DEC 16BIT,
Global,EM40711,0,DEC 16BIT,
Global,EM40712,0,DEC 16BIT,
Global,EM40713,0,DEC 16BIT,
Global,EM40714,0,DEC 16BIT,
Global,EM40715,0,DEC 16BIT,
Global,EM40716,0,DEC 16BIT,
Global,EM40717,0,DEC 16BIT,
Global,EM40718,0,DEC 16BIT,
Global,EM40719,0,DEC 16BIT,
Global,EM40720,0,DEC 16BIT,
Global,EM40721,0,DEC 16BIT,
Global,EM40722,0,DEC 16BIT,
Global,EM40723,0,DEC 16BIT,
Global,EM40724,0,DEC 16BIT,
Global,EM40725,0,DEC 16BIT,
Global,EM40726,0,DEC 16BIT,
Global,EM40727,0,DEC 16BIT,
Global,EM40728,0,DEC 16BIT,
Global,EM40729,0,DEC 16BIT,
Global,EM40730,0,DEC 16BIT,
Global,EM40731,0,DEC 16BIT,
Global,EM40732,0,DEC 16BIT,
Global,EM40733,0,DEC 16BIT,
Global,EM40734,0,DEC 16BIT,
Global,EM40735,0,DEC 16BIT,
Global,EM40736,0,DEC 16BIT,
Global,EM40737,0,DEC 16BIT,
Global,EM40738,0,DEC 16BIT,
Global,EM40739,0,DEC 16BIT,
Global,EM40740,0,DEC 16BIT,
Global,EM40741,0,DEC 16BIT,
Global,EM40742,0,DEC 16BIT,
Global,EM40743,0,DEC 16BIT,
Global,EM40744,0,DEC 16BIT,
Global,EM40745,0,DEC 16BIT,
Global,EM40746,0,DEC 16BIT,
Global,EM40747,0,DEC 16BIT,
Global,EM40748,0,DEC 16BIT,
Global,EM40749,0,DEC 16BIT,
Global,EM40750,0,DEC 16BIT,
Global,EM40751,0,DEC 16BIT,
Global,EM40752,0,DEC 16BIT,
Global,EM40753,0,DEC 16BIT,
Global,EM40754,0,DEC 16BIT,
Global,EM40755,0,DEC 16BIT,
Global,EM40756,0,DEC 16BIT,
Global,EM40757,0,DEC 16BIT,
Global,EM40758,0,DEC 16BIT,
Global,EM40759,0,DEC 16BIT,
Global,EM40760,0,DEC 16BIT,
Global,EM40761,0,DEC 16BIT,
Global,EM40762,0,DEC 16BIT,
Global,EM40763,0,DEC 16BIT,
Global,EM40764,0,DEC 16BIT,
Global,EM40765,0,DEC 16BIT,
Global,EM40766,0,DEC 16BIT,
Global,EM40767,0,DEC 16BIT,
Global,EM40768,0,DEC 16BIT,
Global,EM40769,0,DEC 16BIT,
Global,EM40770,0,DEC 16BIT,
Global,EM40771,0,DEC 16BIT,
Global,EM40772,0,DEC 16BIT,
Global,EM40773,0,DEC 16BIT,
Global,EM40774,0,DEC 16BIT,
Global,EM40775,0,DEC 16BIT,
Global,EM40776,0,DEC 16BIT,
Global,EM40777,0,DEC 16BIT,
Global,EM40778,0,DEC 16BIT,
Global,EM40779,0,DEC 16BIT,
Global,EM40780,0,DEC 16BIT,
Global,EM40781,0,DEC 16BIT,
Global,EM40782,0,DEC 16BIT,
Global,EM40783,0,DEC 16BIT,
Global,EM40784,0,DEC 16BIT,
Global,EM40785,0,DEC 16BIT,
Global,EM40786,0,DEC 16BIT,
Global,EM40787,0,DEC 16BIT,
Global,EM40788,0,DEC 16BIT,
Global,EM40789,0,DEC 16BIT,
Global,EM40790,0,DEC 16BIT,
Global,EM40791,0,DEC 16BIT,
Global,EM40792,0,DEC 16BIT,
Global,EM40793,0,DEC 16BIT,
Global,EM40794,0,DEC 16BIT,
Global,EM40795,0,DEC 16BIT,
Global,EM40796,0,DEC 16BIT,
Global,EM40797,0,DEC 16BIT,
Global,EM40798,0,DEC 16BIT,
Global,EM40799,0,DEC 16BIT,
Global,EM40800,0,DEC 16BIT,
Global,EM40801,0,DEC 16BIT,
Global,EM40802,0,DEC 16BIT,
Global,EM40803,0,DEC 16BIT,
Global,EM40804,0,DEC 16BIT,
Global,EM40805,0,DEC 16BIT,
Global,EM40806,0,DEC 16BIT,
Global,EM40807,0,DEC 16BIT,
Global,EM40808,0,DEC 16BIT,
Global,EM40809,0,DEC 16BIT,
Global,EM40810,0,DEC 16BIT,
Global,EM40811,0,DEC 16BIT,
Global,EM40812,0,DEC 16BIT,
Global,EM40813,0,DEC 16BIT,
Global,EM40814,0,DEC 16BIT,
Global,EM40815,0,DEC 16BIT,
Global,EM40816,0,DEC 16BIT,
Global,EM40817,0,DEC 16BIT,
Global,EM40818,0,DEC 16BIT,
Global,EM40819,0,DEC 16BIT,
Global,EM40820,0,DEC 16BIT,
Global,EM40821,0,DEC 16BIT,
Global,EM40822,0,DEC 16BIT,
Global,EM40823,0,DEC 16BIT,
Global,EM40824,0,DEC 16BIT,
Global,EM40825,0,DEC 16BIT,
Global,EM40826,0,DEC 16BIT,
Global,EM40827,0,DEC 16BIT,
Global,EM40828,0,DEC 16BIT,
Global,EM40829,0,DEC 16BIT,
Global,EM40830,0,DEC 16BIT,
Global,EM40831,0,DEC 16BIT,
Global,EM40832,0,DEC 16BIT,
Global,EM40833,0,DEC 16BIT,
Global,EM40834,0,DEC 16BIT,
Global,EM40835,0,DEC 16BIT,
Global,EM40836,0,DEC 16BIT,
Global,EM40837,0,DEC 16BIT,
Global,EM40838,0,DEC 16BIT,
Global,EM40839,0,DEC 16BIT,
Global,EM40840,0,DEC 16BIT,
Global,EM40841,0,DEC 16BIT,
Global,EM40842,0,DEC 16BIT,
Global,EM40843,0,DEC 16BIT,
Global,EM40844,0,DEC 16BIT,
Global,EM40845,0,DEC 16BIT,
Global,EM40846,0,DEC 16BIT,
Global,EM40847,0,DEC 16BIT,
Global,EM40848,0,DEC 16BIT,
Global,EM40849,0,DEC 16BIT,
Global,EM40850,0,DEC 16BIT,
Global,EM40851,0,DEC 16BIT,
Global,EM40852,0,DEC 16BIT,
Global,EM40853,0,DEC 16BIT,
Global,EM40854,0,DEC 16BIT,
Global,EM40855,0,DEC 16BIT,
Global,EM40856,0,DEC 16BIT,
Global,EM40857,0,DEC 16BIT,
Global,EM40858,0,DEC 16BIT,
Global,EM40859,0,DEC 16BIT,
Global,EM40860,0,DEC 16BIT,
Global,EM40861,0,DEC 16BIT,
Global,EM40862,0,DEC 16BIT,
Global,EM40863,0,DEC 16BIT,
Global,EM40864,0,DEC 16BIT,
Global,EM40865,0,DEC 16BIT,
Global,EM40866,0,DEC 16BIT,
Global,EM40867,0,DEC 16BIT,
Global,EM40868,0,DEC 16BIT,
Global,EM40869,0,DEC 16BIT,
Global,EM40870,0,DEC 16BIT,
Global,EM40871,0,DEC 16BIT,
Global,EM40872,0,DEC 16BIT,
Global,EM40873,0,DEC 16BIT,
Global,EM40874,0,DEC 16BIT,
Global,EM40875,0,DEC 16BIT,
Global,EM40876,0,DEC 16BIT,
Global,EM40877,0,DEC 16BIT,
Global,EM40878,0,DEC 16BIT,
Global,EM40879,0,DEC 16BIT,
Global,EM40880,0,DEC 16BIT,
Global,EM40881,0,DEC 16BIT,
Global,EM40882,0,DEC 16BIT,
Global,EM40883,0,DEC 16BIT,
Global,EM40884,0,DEC 16BIT,
Global,EM40885,0,DEC 16BIT,
Global,EM40886,0,DEC 16BIT,
Global,EM40887,0,DEC 16BIT,
Global,EM40888,0,DEC 16BIT,
Global,EM40889,0,DEC 16BIT,
Global,EM40890,0,DEC 16BIT,
Global,EM40891,0,DEC 16BIT,
Global,EM40892,0,DEC 16BIT,
Global,EM40893,0,DEC 16BIT,
Global,EM40894,0,DEC 16BIT,
Global,EM40895,0,DEC 16BIT,
Global,EM40896,0,DEC 16BIT,
Global,EM40897,0,DEC 16BIT,
Global,EM40898,0,DEC 16BIT,
Global,EM40899,0,DEC 16BIT,
Global,EM40900,0,DEC 16BIT,
Global,EM40901,0,DEC 16BIT,
Global,EM40902,0,DEC 16BIT,
Global,EM40903,0,DEC 16BIT,
Global,EM40904,0,DEC 16BIT,
Global,EM40905,0,DEC 16BIT,
Global,EM40906,0,DEC 16BIT,
Global,EM40907,0,DEC 16BIT,
Global,EM40908,0,DEC 16BIT,
Global,EM40909,0,DEC 16BIT,
Global,EM40910,0,DEC 16BIT,
Global,EM40911,0,DEC 16BIT,
Global,EM40912,0,DEC 16BIT,
Global,EM40913,0,DEC 16BIT,
Global,EM40914,0,DEC 16BIT,
Global,EM40915,0,DEC 16BIT,
Global,EM40916,0,DEC 16BIT,
Global,EM40917,0,DEC 16BIT,
Global,EM40918,0,DEC 16BIT,
Global,EM40919,0,DEC 16BIT,
Global,EM40920,0,DEC 16BIT,
Global,EM40921,0,DEC 16BIT,
Global,EM40922,0,DEC 16BIT,
Global,EM40923,0,DEC 16BIT,
Global,EM40924,0,DEC 16BIT,
Global,EM40925,0,DEC 16BIT,
Global,EM40926,0,DEC 16BIT,
Global,EM40927,0,DEC 16BIT,
Global,EM40928,0,DEC 16BIT,
Global,EM40929,0,DEC 16BIT,
Global,EM40930,0,DEC 16BIT,
Global,EM40931,0,DEC 16BIT,
Global,EM40932,0,DEC 16BIT,
Global,EM40933,0,DEC 16BIT,
Global,EM40934,0,DEC 16BIT,
Global,EM40935,0,DEC 16BIT,
Global,EM40936,0,DEC 16BIT,
Global,EM40937,0,DEC 16BIT,
Global,EM40938,0,DEC 16BIT,
Global,EM40939,0,DEC 16BIT,
Global,EM40940,0,DEC 16BIT,
Global,EM40941,0,DEC 16BIT,
Global,EM40942,0,DEC 16BIT,
Global,EM40943,0,DEC 16BIT,
Global,EM40944,0,DEC 16BIT,
Global,EM40945,0,DEC 16BIT,
Global,EM40946,0,DEC 16BIT,
Global,EM40947,0,DEC 16BIT,
Global,EM40948,0,DEC 16BIT,
Global,EM40949,0,DEC 16BIT,
Global,EM40950,0,DEC 16BIT,
Global,EM40951,0,DEC 16BIT,
Global,EM40952,0,DEC 16BIT,
Global,EM40953,0,DEC 16BIT,
Global,EM40954,0,DEC 16BIT,
Global,EM40955,0,DEC 16BIT,
Global,EM40956,0,DEC 16BIT,
Global,EM40957,0,DEC 16BIT,
Global,EM40958,0,DEC 16BIT,
Global,EM40959,0,DEC 16BIT,
Global,EM40960,0,DEC 16BIT,
Global,EM40961,0,DEC 16BIT,
Global,EM40962,0,DEC 16BIT,
Global,EM40963,0,DEC 16BIT,
Global,EM40964,0,DEC 16BIT,
Global,EM40965,0,DEC 16BIT,
Global,EM40966,0,DEC 16BIT,
Global,EM40967,0,DEC 16BIT,
